"<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>"
"2026.01.15	09:45:00	5716.752	5718.252	5714.752	5717.252	3835	14755	1"
"2026.01.15	09:50:00	5717.752	5717.752	5714.752	5715.252	3372	13016	1"
"2026.01.15	09:55:00	5714.752	5719.752	5714.252	5714.752	5894	19971	1"
"2026.01.15	10:00:00	5715.252	5717.252	5708.752	5713.252	15781	61624	1"
"2026.01.15	10:05:00	5712.752	5718.252	5711.752	5711.752	10669	37956	1"
"2026.01.15	10:10:00	5711.752	5714.252	5709.752	5712.752	7300	28185	1"
"2026.01.15	10:15:00	5712.752	5712.752	5709.752	5710.752	4793	17332	1"
"2026.01.15	10:20:00	5710.752	5718.752	5710.252	5717.752	8300	28755	1"
"2026.01.15	10:25:00	5717.752	5725.752	5717.752	5721.752	14871	48971	1"
"2026.01.15	10:30:00	5721.752	5725.752	5720.752	5723.752	9706	36127	1"
"2026.01.15	10:35:00	5723.252	5727.752	5722.252	5727.252	8077	30594	1"
"2026.01.15	10:40:00	5727.252	5732.252	5725.252	5731.252	10736	42997	1"
"2026.01.15	10:45:00	5731.252	5734.752	5728.252	5728.752	11579	44722	1"
"2026.01.15	10:50:00	5728.752	5730.752	5725.252	5728.252	8562	31396	1"
"2026.01.15	10:55:00	5728.252	5733.252	5727.752	5729.252	6485	28375	1"
"2026.01.15	11:00:00	5729.252	5730.752	5726.752	5728.252	6448	29600	1"
"2026.01.15	11:05:00	5727.752	5728.252	5723.252	5725.252	7287	27119	1"
"2026.01.15	11:10:00	5725.252	5728.252	5724.252	5726.252	5914	25094	1"
"2026.01.15	11:15:00	5725.752	5728.252	5724.252	5724.252	3688	17658	1"
"2026.01.15	11:20:00	5724.752	5724.752	5719.252	5720.752	9989	38562	1"
"2026.01.15	11:25:00	5720.752	5721.252	5716.252	5721.252	9274	35224	1"
"2026.01.15	11:30:00	5720.752	5726.252	5719.252	5725.252	9509	39958	1"
"2026.01.15	11:35:00	5724.752	5726.252	5722.752	5725.752	5631	20061	1"
"2026.01.15	11:40:00	5726.252	5729.252	5724.752	5727.752	7344	29382	1"
"2026.01.15	11:45:00	5727.252	5727.752	5721.252	5721.252	7141	24349	1"
"2026.01.15	11:50:00	5721.752	5723.252	5720.752	5721.252	3255	11492	1"
"2026.01.15	11:55:00	5720.752	5724.252	5719.752	5720.252	4560	16485	1"
"2026.01.15	12:00:00	5720.252	5720.752	5713.752	5716.752	12645	57233	1"
"2026.01.15	12:05:00	5716.252	5716.752	5710.752	5712.752	7021	29976	1"
"2026.01.15	12:10:00	5712.252	5716.752	5709.752	5716.752	8864	33988	1"
"2026.01.15	12:15:00	5716.752	5717.252	5710.752	5712.252	5216	21603	1"
"2026.01.15	12:20:00	5712.252	5713.752	5709.752	5711.752	4589	20502	1"
"2026.01.15	12:25:00	5711.752	5714.252	5710.752	5711.252	3157	11866	1"
"2026.01.15	12:30:00	5711.752	5714.252	5710.752	5713.752	3171	13575	1"
"2026.01.15	12:35:00	5713.752	5715.252	5712.252	5713.252	2389	8699	1"
"2026.01.15	12:40:00	5713.252	5715.752	5705.252	5708.252	11145	45440	1"
"2026.01.15	12:45:00	5708.252	5710.752	5706.752	5707.252	3837	16303	1"
"2026.01.15	12:50:00	5707.752	5707.752	5703.252	5706.252	5713	23984	1"
"2026.01.15	12:55:00	5706.252	5706.252	5699.252	5699.752	10540	53844	1"
"2026.01.15	13:00:00	5700.252	5703.252	5694.752	5702.752	15298	75465	1"
"2026.01.15	13:05:00	5702.752	5704.252	5700.252	5703.752	6233	31288	1"
"2026.01.15	13:10:00	5703.752	5703.752	5701.252	5701.252	2189	8375	1"
"2026.01.15	13:15:00	5701.252	5703.752	5700.752	5703.752	2554	12070	1"
"2026.01.15	13:20:00	5703.752	5703.752	5698.752	5700.752	3928	17477	1"
"2026.01.15	13:25:00	5700.252	5702.252	5698.752	5699.252	2776	13192	1"
"2026.01.15	13:30:00	5698.752	5699.752	5695.252	5697.752	3847	16071	1"
"2026.01.15	13:35:00	5698.252	5698.252	5692.252	5694.252	6899	29205	1"
"2026.01.15	13:40:00	5694.252	5696.752	5691.252	5691.752	5768	25744	1"
"2026.01.15	13:45:00	5692.252	5694.252	5691.252	5693.752	2733	12162	1"
"2026.01.15	13:50:00	5694.252	5695.252	5691.752	5693.252	3263	14423	1"
"2026.01.15	13:55:00	5693.252	5694.252	5691.752	5693.252	2854	14016	1"
"2026.01.15	14:00:00	5692.752	5693.252	5686.252	5686.752	8130	31744	1"
"2026.01.15	14:05:00	5686.252	5692.752	5686.252	5691.252	5531	22747	1"
"2026.01.15	14:10:00	5691.752	5692.252	5688.752	5690.752	3502	17656	1"
"2026.01.15	14:15:00	5690.252	5692.752	5689.252	5692.252	2767	14309	1"
"2026.01.15	14:20:00	5691.752	5694.752	5690.252	5693.752	4894	25204	1"
"2026.01.15	14:25:00	5693.752	5694.752	5692.252	5692.752	2360	11249	1"
"2026.01.15	14:30:00	5692.752	5694.752	5692.252	5692.752	2050	8179	1"
"2026.01.15	14:35:00	5692.752	5695.252	5692.252	5692.252	2814	11257	1"
"2026.01.15	14:40:00	5692.252	5693.752	5691.752	5692.252	1798	6814	1"
"2026.01.15	14:45:00	5692.252	5694.252	5690.752	5693.752	3212	13064	1"
"2026.01.15	14:50:00	5693.252	5695.752	5692.752	5694.752	2359	10593	1"
"2026.01.15	14:55:00	5694.752	5695.752	5693.752	5694.252	1617	6908	1"
"2026.01.15	15:00:00	5694.252	5694.752	5688.252	5689.752	5653	21507	1"
"2026.01.15	15:05:00	5689.752	5690.752	5683.752	5684.752	7560	28887	1"
"2026.01.15	15:10:00	5684.252	5691.752	5684.252	5691.252	6143	25130	1"
"2026.01.15	15:15:00	5691.252	5693.752	5690.252	5692.252	3476	14582	1"
"2026.01.15	15:20:00	5692.252	5693.252	5690.252	5692.752	2953	16451	1"
"2026.01.15	15:25:00	5692.252	5693.252	5689.752	5690.752	2247	11192	1"
"2026.01.15	15:30:00	5690.752	5693.252	5689.252	5692.752	2504	10190	1"
"2026.01.15	15:35:00	5693.252	5693.252	5690.752	5691.752	1723	7689	1"
"2026.01.15	15:40:00	5692.252	5693.252	5689.252	5690.252	1935	8475	1"
"2026.01.15	15:45:00	5690.252	5691.252	5689.252	5690.752	1292	5940	1"
"2026.01.15	15:50:00	5690.252	5691.752	5688.752	5691.252	3908	14032	1"
"2026.01.15	15:55:00	5691.252	5691.252	5688.252	5689.252	3247	11903	1"
"2026.01.15	16:00:00	5689.752	5692.752	5688.752	5692.752	2269	9536	1"
"2026.01.15	16:05:00	5692.752	5692.752	5690.252	5691.252	2187	11094	1"
"2026.01.15	16:10:00	5691.252	5691.752	5690.252	5691.252	1516	8628	1"
"2026.01.15	16:15:00	5690.752	5692.252	5690.752	5691.752	1488	7782	1"
"2026.01.15	16:20:00	5691.252	5692.252	5690.752	5691.252	1116	4294	1"
"2026.01.15	16:25:00	5691.252	5691.752	5690.752	5691.252	1013	4389	1"
"2026.01.15	16:30:00	5691.752	5695.752	5691.252	5694.252	4870	19526	1"
"2026.01.15	16:35:00	5694.752	5697.252	5693.752	5695.252	2930	13937	1"
"2026.01.15	16:40:00	5695.252	5698.752	5695.252	5697.252	2895	12566	1"
"2026.01.15	16:45:00	5697.252	5699.252	5696.252	5699.252	2637	10297	1"
"2026.01.15	16:50:00	5699.252	5699.752	5697.752	5699.752	1701	9587	1"
"2026.01.15	16:55:00	5699.252	5700.252	5697.252	5697.252	2944	12620	1"
"2026.01.15	17:00:00	5697.752	5700.252	5697.252	5698.252	2647	10450	1"
"2026.01.15	17:05:00	5698.252	5699.752	5697.252	5699.252	1724	7731	1"
"2026.01.15	17:10:00	5699.252	5700.752	5698.752	5699.752	1826	6973	1"
"2026.01.15	17:15:00	5699.752	5700.252	5698.752	5700.252	1296	4512	1"
"2026.01.15	17:20:00	5700.252	5700.752	5698.752	5699.252	1751	8035	1"
"2026.01.15	17:25:00	5699.752	5699.752	5697.252	5697.752	2291	10535	1"
"2026.01.15	17:30:00	5697.752	5699.752	5696.252	5698.752	2654	11270	1"
"2026.01.15	17:35:00	5698.752	5700.252	5698.252	5699.752	1032	4719	1"
"2026.01.15	17:40:00	5699.752	5700.252	5697.252	5697.752	1938	9326	1"
"2026.01.15	17:45:00	5698.252	5701.252	5697.752	5700.752	1975	8734	1"
"2026.01.15	17:50:00	5700.752	5702.752	5700.252	5702.252	2617	13887	1"
"2026.01.15	17:55:00	5702.252	5702.752	5700.252	5700.752	1391	5708	1"
"2026.01.15	18:00:00	5700.252	5701.752	5699.752	5701.252	1174	5438	1"
"2026.01.15	18:05:00	5700.752	5701.752	5699.752	5701.252	891	3365	1"
"2026.01.15	18:10:00	5700.752	5701.252	5695.252	5696.752	2456	13731	1"
"2026.01.15	18:15:00	5696.752	5700.252	5696.252	5699.252	1447	7767	1"
"2026.01.15	18:20:00	5699.752	5701.752	5698.252	5700.752	704	3278	1"
"2026.01.15	18:25:00	5700.752	5701.752	5697.752	5697.752	853	4491	1"
"2026.01.16	09:00:00	5695.457	5703.389	5695.331	5700.331	11078	34882	1"
"2026.01.16	09:05:00	5700.331	5703.331	5698.331	5701.331	6425	21199	1"
"2026.01.16	09:10:00	5700.831	5701.831	5692.331	5693.331	9887	32020	1"
"2026.01.16	09:15:00	5693.331	5697.831	5691.831	5697.831	7899	28048	1"
"2026.01.16	09:20:00	5697.831	5702.831	5697.331	5701.831	8203	26472	1"
"2026.01.16	09:25:00	5701.831	5703.331	5700.331	5701.831	5770	20234	1"
"2026.01.16	09:30:00	5701.831	5705.331	5700.331	5703.831	9383	35631	1"
"2026.01.16	09:35:00	5703.331	5705.331	5700.831	5700.831	5069	17007	1"
"2026.01.16	09:40:00	5700.831	5702.331	5697.331	5698.831	6085	18193	1"
"2026.01.16	09:45:00	5699.331	5704.331	5698.831	5703.331	6440	21764	1"
"2026.01.16	09:50:00	5703.331	5706.331	5702.331	5706.331	6121	21761	1"
"2026.01.16	09:55:00	5705.831	5707.331	5701.331	5701.831	6826	28953	1"
"2026.01.16	10:00:00	5702.331	5704.331	5698.831	5700.831	6395	28293	1"
"2026.01.16	10:05:00	5700.831	5702.331	5695.831	5699.331	7881	29826	1"
"2026.01.16	10:10:00	5699.331	5702.831	5696.831	5700.331	5564	20298	1"
"2026.01.16	10:15:00	5699.831	5700.831	5695.331	5698.331	6251	21284	1"
"2026.01.16	10:20:00	5697.831	5700.331	5696.331	5699.331	2976	8696	1"
"2026.01.16	10:25:00	5699.831	5702.331	5698.331	5698.831	3417	11484	1"
"2026.01.16	10:30:00	5699.331	5701.331	5697.331	5697.831	2730	13821	1"
"2026.01.16	10:35:00	5697.831	5701.331	5696.331	5699.831	2783	11966	1"
"2026.01.16	10:40:00	5699.831	5701.831	5697.331	5700.831	2747	10683	1"
"2026.01.16	10:45:00	5701.331	5704.831	5700.331	5702.831	5436	18682	1"
"2026.01.16	10:50:00	5703.331	5703.831	5700.831	5702.331	2078	14524	1"
"2026.01.16	10:55:00	5702.331	5705.831	5701.831	5705.331	3458	16705	1"
"2026.01.16	11:00:00	5705.331	5710.331	5704.331	5707.331	9626	42502	1"
"2026.01.16	11:05:00	5707.331	5709.331	5706.831	5708.831	1760	7025	1"
"2026.01.16	11:10:00	5708.831	5711.331	5706.831	5709.331	4161	16320	1"
"2026.01.16	11:15:00	5709.331	5712.331	5708.331	5709.831	4920	21951	1"
"2026.01.16	11:20:00	5710.331	5717.831	5709.331	5714.331	9014	44546	1"
"2026.01.16	11:25:00	5714.831	5717.831	5713.831	5716.831	2834	11974	1"
"2026.01.16	11:30:00	5716.831	5723.331	5716.831	5717.331	9920	44982	1"
"2026.01.16	11:35:00	5717.331	5718.331	5713.331	5715.831	6712	32257	1"
"2026.01.16	11:40:00	5716.331	5716.831	5711.331	5712.331	4028	15725	1"
"2026.01.16	11:45:00	5712.831	5713.331	5709.331	5711.331	4054	18572	1"
"2026.01.16	11:50:00	5711.331	5712.331	5709.331	5710.831	2535	11623	1"
"2026.01.16	11:55:00	5711.331	5712.331	5709.831	5711.831	2049	10710	1"
"2026.01.16	12:00:00	5711.831	5712.331	5708.831	5709.331	3128	15957	1"
"2026.01.16	12:05:00	5709.831	5713.831	5709.331	5710.831	3515	17321	1"
"2026.01.16	12:10:00	5711.331	5712.331	5708.831	5709.831	2257	14634	1"
"2026.01.16	12:15:00	5709.831	5713.331	5705.331	5707.331	10862	57618	1"
"2026.01.16	12:20:00	5707.331	5711.831	5701.331	5709.331	10039	42559	1"
"2026.01.16	12:25:00	5708.831	5715.331	5707.831	5714.331	5168	19891	1"
"2026.01.16	12:30:00	5714.831	5717.831	5713.831	5714.331	6676	26657	1"
"2026.01.16	12:35:00	5714.331	5719.831	5712.331	5718.331	5365	18841	1"
"2026.01.16	12:40:00	5718.331	5721.831	5717.331	5718.831	5892	26187	1"
"2026.01.16	12:45:00	5718.831	5718.831	5712.331	5712.831	5411	18262	1"
"2026.01.16	12:50:00	5712.831	5713.331	5708.831	5710.831	8485	35042	1"
"2026.01.16	12:55:00	5711.331	5712.331	5709.331	5710.331	6029	25965	1"
"2026.01.16	13:00:00	5710.331	5711.831	5707.831	5709.331	5975	33649	1"
"2026.01.16	13:05:00	5708.831	5709.831	5707.331	5708.331	2284	9207	1"
"2026.01.16	13:10:00	5708.331	5709.331	5701.831	5705.331	8214	38667	1"
"2026.01.16	13:15:00	5705.331	5707.831	5704.331	5705.331	3143	12165	1"
"2026.01.16	13:20:00	5705.831	5705.831	5703.331	5703.831	1986	7864	1"
"2026.01.16	13:25:00	5704.331	5705.331	5702.831	5702.831	1712	5587	1"
"2026.01.16	13:30:00	5702.831	5704.831	5701.831	5703.831	2851	12583	1"
"2026.01.16	13:35:00	5704.331	5704.831	5698.331	5698.331	4834	21389	1"
"2026.01.16	13:40:00	5698.331	5701.331	5697.831	5699.831	3483	13124	1"
"2026.01.16	13:45:00	5699.831	5699.831	5696.331	5697.331	3004	14119	1"
"2026.01.16	13:50:00	5697.331	5700.831	5696.831	5700.831	3448	16708	1"
"2026.01.16	13:55:00	5700.831	5702.331	5699.331	5700.331	3298	13066	1"
"2026.01.16	14:00:00	5700.331	5702.831	5700.331	5701.831	2781	12142	1"
"2026.01.16	14:05:00	5701.831	5703.331	5700.831	5702.331	2678	12367	1"
"2026.01.16	14:10:00	5701.831	5702.331	5697.831	5699.331	2953	17420	1"
"2026.01.16	14:15:00	5699.331	5703.831	5698.831	5703.831	2570	10848	1"
"2026.01.16	14:20:00	5703.831	5704.331	5702.331	5703.331	1632	6199	1"
"2026.01.16	14:25:00	5702.831	5703.331	5701.331	5701.331	1370	12559	1"
"2026.01.16	14:30:00	5701.331	5702.831	5699.331	5699.831	2042	8152	1"
"2026.01.16	14:35:00	5699.831	5701.831	5698.831	5700.831	1753	9266	1"
"2026.01.16	14:40:00	5700.831	5704.331	5700.831	5703.331	3938	20438	1"
"2026.01.16	14:45:00	5703.331	5705.331	5701.831	5702.331	2979	12175	1"
"2026.01.16	14:50:00	5702.331	5702.831	5700.331	5702.331	1504	6045	1"
"2026.01.16	14:55:00	5701.831	5704.831	5701.331	5704.331	1767	7617	1"
"2026.01.16	15:00:00	5703.831	5704.331	5701.331	5701.831	1162	3541	1"
"2026.01.16	15:05:00	5701.831	5705.331	5701.831	5703.831	1842	8863	1"
"2026.01.16	15:10:00	5703.831	5704.831	5701.831	5702.331	1586	6445	1"
"2026.01.16	15:15:00	5702.831	5702.831	5699.831	5700.331	1771	8536	1"
"2026.01.16	15:20:00	5700.331	5700.331	5698.831	5700.331	1551	6127	1"
"2026.01.16	15:25:00	5700.331	5700.831	5697.831	5698.331	1818	8045	1"
"2026.01.16	15:30:00	5697.831	5698.831	5696.331	5697.831	3984	18251	1"
"2026.01.16	15:35:00	5697.331	5698.331	5696.331	5697.831	1769	9117	1"
"2026.01.16	15:40:00	5697.831	5698.331	5695.831	5698.331	1612	7677	1"
"2026.01.16	15:45:00	5698.331	5699.331	5696.831	5697.331	1780	8692	1"
"2026.01.16	15:50:00	5697.831	5697.831	5695.831	5696.831	2540	13030	1"
"2026.01.16	15:55:00	5696.831	5697.331	5694.331	5695.831	3734	16951	1"
"2026.01.16	16:00:00	5696.331	5697.831	5694.831	5696.831	3002	13480	1"
"2026.01.16	16:05:00	5696.331	5697.331	5695.831	5696.331	1058	5581	1"
"2026.01.16	16:10:00	5696.831	5698.331	5696.331	5697.831	1918	8201	1"
"2026.01.16	16:15:00	5697.831	5699.331	5697.331	5698.331	1678	6954	1"
"2026.01.16	16:20:00	5697.831	5698.831	5697.831	5698.331	806	3276	1"
"2026.01.16	16:25:00	5698.331	5699.831	5698.331	5699.331	1243	4496	1"
"2026.01.16	16:30:00	5699.331	5701.331	5698.831	5700.331	2288	8026	1"
"2026.01.16	16:35:00	5700.331	5701.331	5699.831	5700.831	1052	4326	1"
"2026.01.16	16:40:00	5700.831	5700.831	5699.331	5699.331	851	2800	1"
"2026.01.16	16:45:00	5699.331	5700.331	5699.331	5699.831	710	2545	1"
"2026.01.16	16:50:00	5699.831	5700.831	5699.331	5700.331	914	3786	1"
"2026.01.16	16:55:00	5699.831	5701.331	5699.831	5700.331	1272	5665	1"
"2026.01.16	17:00:00	5700.331	5700.831	5698.331	5698.831	2705	8924	1"
"2026.01.16	17:05:00	5698.831	5699.831	5698.831	5699.831	973	4127	1"
"2026.01.16	17:10:00	5699.331	5700.331	5698.831	5700.331	928	3587	1"
"2026.01.16	17:15:00	5699.831	5700.831	5699.831	5700.331	599	2075	1"
"2026.01.16	17:20:00	5699.831	5700.331	5699.331	5699.831	611	2062	1"
"2026.01.16	17:25:00	5700.331	5701.331	5699.831	5700.331	1544	6775	1"
"2026.01.16	17:30:00	5700.831	5700.831	5699.331	5699.831	1344	5679	1"
"2026.01.16	17:35:00	5699.831	5700.331	5698.831	5699.331	733	3996	1"
"2026.01.16	17:40:00	5698.831	5701.831	5698.831	5701.331	1276	5007	1"
"2026.01.16	17:45:00	5700.831	5700.831	5699.331	5699.331	703	3097	1"
"2026.01.16	17:50:00	5699.831	5699.831	5697.831	5698.331	1446	6730	1"
"2026.01.16	17:55:00	5697.831	5699.831	5697.831	5698.831	987	5028	1"
"2026.01.16	18:00:00	5698.831	5698.831	5696.831	5697.831	921	4731	1"
"2026.01.16	18:05:00	5697.831	5698.831	5697.331	5698.331	593	3253	1"
"2026.01.16	18:10:00	5697.831	5699.831	5697.831	5698.331	932	6295	1"
"2026.01.16	18:15:00	5698.831	5698.831	5696.831	5696.831	1068	6910	1"
"2026.01.16	18:20:00	5696.831	5699.831	5695.831	5699.831	1006	6377	1"
"2026.01.16	18:25:00	5699.831	5700.331	5696.831	5697.331	809	7578	1"
"2026.01.19	09:00:00	5707.619	5708.302	5696.802	5705.802	15987	58842	1"
"2026.01.19	09:05:00	5706.302	5710.302	5703.802	5707.302	7497	27330	1"
"2026.01.19	09:10:00	5706.802	5708.802	5704.802	5706.302	3688	12155	1"
"2026.01.19	09:15:00	5706.302	5708.302	5702.802	5703.802	3682	11115	1"
"2026.01.19	09:20:00	5703.802	5705.802	5699.302	5700.802	4033	12207	1"
"2026.01.19	09:25:00	5700.802	5704.302	5699.302	5701.302	3792	14128	1"
"2026.01.19	09:30:00	5701.302	5702.302	5697.302	5698.802	3295	11020	1"
"2026.01.19	09:35:00	5697.802	5700.302	5695.302	5698.802	6409	22152	1"
"2026.01.19	09:40:00	5698.802	5699.302	5692.802	5694.302	7333	28255	1"
"2026.01.19	09:45:00	5694.302	5695.802	5691.802	5695.802	4357	16776	1"
"2026.01.19	09:50:00	5695.802	5698.802	5694.302	5697.302	4798	16958	1"
"2026.01.19	09:55:00	5696.802	5698.802	5693.802	5696.302	3676	13233	1"
"2026.01.19	10:00:00	5696.302	5701.302	5695.802	5697.802	7668	25889	1"
"2026.01.19	10:05:00	5697.802	5701.802	5692.802	5694.802	8959	35815	1"
"2026.01.19	10:10:00	5694.302	5695.802	5685.802	5689.302	16183	58803	1"
"2026.01.19	10:15:00	5689.302	5693.302	5688.802	5692.302	4689	19960	1"
"2026.01.19	10:20:00	5692.302	5693.802	5690.802	5692.302	3521	12868	1"
"2026.01.19	10:25:00	5692.302	5694.302	5691.302	5692.302	3251	9375	1"
"2026.01.19	10:30:00	5691.802	5692.802	5690.302	5690.802	3048	10716	1"
"2026.01.19	10:35:00	5690.802	5692.302	5687.802	5689.302	4988	16101	1"
"2026.01.19	10:40:00	5689.802	5693.802	5689.302	5692.802	4264	13199	1"
"2026.01.19	10:45:00	5692.302	5696.302	5691.802	5692.302	5908	18756	1"
"2026.01.19	10:50:00	5691.802	5694.302	5691.802	5692.802	2021	6768	1"
"2026.01.19	10:55:00	5692.302	5694.302	5689.302	5690.802	3278	11719	1"
"2026.01.19	11:00:00	5691.302	5694.302	5690.802	5692.802	2725	11733	1"
"2026.01.19	11:05:00	5692.802	5695.302	5691.302	5695.302	2466	9361	1"
"2026.01.19	11:10:00	5695.302	5695.302	5690.302	5692.302	4058	19423	1"
"2026.01.19	11:15:00	5692.302	5694.802	5691.802	5694.302	2812	13417	1"
"2026.01.19	11:20:00	5694.302	5698.302	5692.802	5696.302	5852	24491	1"
"2026.01.19	11:25:00	5696.802	5696.802	5694.302	5695.302	2298	11152	1"
"2026.01.19	11:30:00	5695.802	5695.802	5691.302	5693.302	4541	19315	1"
"2026.01.19	11:35:00	5693.802	5695.302	5692.302	5694.802	1823	6164	1"
"2026.01.19	11:40:00	5694.302	5696.802	5693.302	5695.302	2065	7664	1"
"2026.01.19	11:45:00	5695.802	5696.302	5693.302	5694.802	2317	10418	1"
"2026.01.19	11:50:00	5694.302	5696.302	5692.802	5695.302	2225	12892	1"
"2026.01.19	11:55:00	5694.802	5696.302	5693.802	5694.302	1416	7065	1"
"2026.01.19	12:00:00	5693.802	5695.802	5692.802	5695.302	2775	13264	1"
"2026.01.19	12:05:00	5695.302	5696.302	5694.802	5694.802	1867	10101	1"
"2026.01.19	12:10:00	5695.302	5695.802	5692.302	5693.802	2531	13761	1"
"2026.01.19	12:15:00	5693.302	5694.802	5692.802	5694.302	1441	7371	1"
"2026.01.19	12:20:00	5694.802	5694.802	5690.802	5690.802	2444	10172	1"
"2026.01.19	12:25:00	5690.802	5692.802	5689.802	5691.302	2693	9261	1"
"2026.01.19	12:30:00	5691.302	5694.802	5691.302	5691.802	2609	8759	1"
"2026.01.19	12:35:00	5692.302	5693.302	5690.802	5691.302	1634	7453	1"
"2026.01.19	12:40:00	5691.302	5692.302	5690.802	5691.302	725	2181	1"
"2026.01.19	12:45:00	5691.802	5692.302	5689.302	5690.302	2355	9838	1"
"2026.01.19	12:50:00	5690.302	5691.302	5688.302	5689.302	2590	10650	1"
"2026.01.19	12:55:00	5688.802	5689.802	5685.802	5686.302	6910	28443	1"
"2026.01.19	13:00:00	5686.302	5687.802	5682.802	5683.302	9130	54868	1"
"2026.01.19	13:05:00	5682.802	5687.802	5681.802	5682.802	5546	20335	1"
"2026.01.19	13:10:00	5682.302	5682.802	5674.302	5675.302	12112	59597	1"
"2026.01.19	13:15:00	5675.802	5677.302	5672.802	5676.802	7076	34386	1"
"2026.01.19	13:20:00	5676.802	5679.302	5675.302	5678.302	4420	19093	1"
"2026.01.19	13:25:00	5677.802	5682.802	5677.802	5680.302	5951	23321	1"
"2026.01.19	13:30:00	5679.802	5681.802	5679.302	5679.802	2299	10247	1"
"2026.01.19	13:35:00	5680.302	5683.302	5679.802	5682.802	2372	10678	1"
"2026.01.19	13:40:00	5682.302	5683.802	5681.302	5681.302	1786	8343	1"
"2026.01.19	13:45:00	5681.802	5683.302	5681.302	5682.802	1630	5640	1"
"2026.01.19	13:50:00	5682.802	5684.302	5681.302	5683.802	1708	6535	1"
"2026.01.19	13:55:00	5683.302	5683.802	5681.802	5682.302	1057	3893	1"
"2026.01.19	14:00:00	5682.802	5683.802	5680.802	5683.302	2153	10022	1"
"2026.01.19	14:05:00	5683.802	5684.302	5681.302	5683.302	1880	9039	1"
"2026.01.19	14:10:00	5683.302	5683.802	5680.802	5681.802	2138	11839	1"
"2026.01.19	14:15:00	5681.802	5682.302	5680.302	5682.302	1739	9021	1"
"2026.01.19	14:20:00	5682.302	5682.802	5681.802	5682.802	718	2630	1"
"2026.01.19	14:25:00	5682.802	5685.302	5682.302	5685.302	2308	8353	1"
"2026.01.19	14:30:00	5685.302	5686.802	5684.302	5685.802	2892	13368	1"
"2026.01.19	14:35:00	5685.302	5688.802	5685.302	5687.802	3022	11994	1"
"2026.01.19	14:40:00	5687.802	5689.802	5684.802	5686.302	3674	16627	1"
"2026.01.19	14:45:00	5685.802	5686.302	5684.302	5685.302	1443	5818	1"
"2026.01.19	14:50:00	5685.802	5685.802	5683.802	5684.802	916	3121	1"
"2026.01.19	14:55:00	5684.302	5684.302	5679.802	5680.802	4216	19337	1"
"2026.01.19	15:00:00	5680.802	5682.302	5679.302	5679.802	1878	6360	1"
"2026.01.19	15:05:00	5680.302	5683.302	5679.302	5681.802	2135	9753	1"
"2026.01.19	15:10:00	5682.302	5685.802	5682.302	5685.802	2144	8033	1"
"2026.01.19	15:15:00	5685.302	5687.302	5684.802	5685.802	2092	8027	1"
"2026.01.19	15:20:00	5685.802	5687.302	5684.802	5685.302	1452	7474	1"
"2026.01.19	15:25:00	5685.302	5688.302	5685.302	5687.802	1473	8000	1"
"2026.01.19	15:30:00	5687.302	5689.302	5687.302	5688.302	1647	6855	1"
"2026.01.19	15:35:00	5688.302	5689.802	5687.302	5688.302	2155	10104	1"
"2026.01.19	15:40:00	5688.802	5689.802	5687.802	5689.302	1249	4485	1"
"2026.01.19	15:45:00	5688.802	5692.302	5688.802	5690.802	4434	19234	1"
"2026.01.19	15:50:00	5691.302	5692.302	5690.302	5691.802	2057	9910	1"
"2026.01.19	15:55:00	5691.802	5693.802	5690.302	5691.802	3196	17778	1"
"2026.01.19	16:00:00	5691.802	5691.802	5689.802	5690.302	1049	4996	1"
"2026.01.19	16:05:00	5689.802	5691.302	5689.802	5690.802	736	4033	1"
"2026.01.19	16:10:00	5691.302	5693.802	5691.302	5692.802	1564	7124	1"
"2026.01.19	16:15:00	5692.302	5695.302	5692.302	5693.802	2289	8771	1"
"2026.01.19	16:20:00	5694.302	5694.302	5692.302	5692.302	1159	4082	1"
"2026.01.19	16:25:00	5692.302	5693.302	5690.302	5690.302	1818	9766	1"
"2026.01.19	16:30:00	5690.802	5691.302	5688.802	5689.302	1492	5077	1"
"2026.01.19	16:35:00	5689.802	5691.302	5689.302	5689.802	804	3663	1"
"2026.01.19	16:40:00	5690.302	5690.802	5688.802	5689.302	883	4118	1"
"2026.01.19	16:45:00	5689.302	5690.802	5689.302	5690.302	653	3300	1"
"2026.01.19	16:50:00	5690.302	5692.802	5690.302	5692.302	1532	6017	1"
"2026.01.19	16:55:00	5691.802	5692.802	5691.302	5691.802	1019	4149	1"
"2026.01.19	17:00:00	5691.802	5691.802	5690.302	5690.802	1323	5345	1"
"2026.01.19	17:05:00	5690.802	5691.302	5690.302	5690.802	516	1687	1"
"2026.01.19	17:10:00	5690.802	5692.802	5690.802	5692.302	872	3714	1"
"2026.01.19	17:15:00	5691.802	5692.302	5691.302	5691.302	339	1393	1"
"2026.01.19	17:20:00	5691.302	5692.802	5690.802	5691.802	934	4724	1"
"2026.01.19	17:25:00	5692.302	5693.302	5691.302	5692.302	634	3175	1"
"2026.01.19	17:30:00	5692.302	5693.302	5692.302	5692.802	871	3578	1"
"2026.01.19	17:35:00	5692.802	5693.302	5692.302	5692.302	613	2997	1"
"2026.01.19	17:40:00	5692.302	5694.302	5692.302	5693.802	984	4559	1"
