"<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>"
"2026.06.24	13:15:00	5321.655	5323.155	5319.655	5320.655	3691	19958	1"
"2026.06.24	13:20:00	5320.155	5321.155	5315.155	5316.655	6296	27576	1"
"2026.06.24	13:25:00	5316.655	5318.155	5313.655	5313.655	4600	24334	1"
"2026.06.24	13:30:00	5314.155	5315.655	5309.655	5310.655	6562	28839	1"
"2026.06.24	13:35:00	5310.155	5311.155	5305.655	5310.155	7570	33377	1"
"2026.06.24	13:40:00	5309.655	5314.655	5309.155	5313.655	5766	24654	1"
"2026.06.24	13:45:00	5313.155	5314.655	5312.155	5314.155	2790	11670	1"
"2026.06.24	13:50:00	5314.155	5317.655	5312.155	5317.655	2840	11090	1"
"2026.06.24	13:55:00	5317.655	5319.655	5316.655	5318.155	4108	18106	1"
"2026.06.24	14:00:00	5318.155	5319.155	5314.655	5315.155	2789	10314	1"
"2026.06.24	14:05:00	5314.655	5319.155	5314.655	5317.655	3185	11473	1"
"2026.06.24	14:10:00	5317.155	5317.655	5314.655	5316.155	2272	8340	1"
"2026.06.24	14:15:00	5315.655	5317.655	5314.655	5317.155	2204	10620	1"
"2026.06.24	14:20:00	5317.155	5320.655	5316.655	5320.655	2942	11117	1"
"2026.06.24	14:25:00	5320.655	5323.155	5320.155	5322.655	3819	17304	1"
"2026.06.24	14:30:00	5322.655	5323.155	5319.155	5320.155	2970	8789	1"
"2026.06.24	14:35:00	5320.155	5323.155	5318.655	5319.155	3369	12623	1"
"2026.06.24	14:40:00	5319.655	5321.655	5318.655	5321.155	2148	7174	1"
"2026.06.24	14:45:00	5321.655	5323.155	5320.655	5322.655	2225	6384	1"
"2026.06.24	14:50:00	5322.155	5324.155	5321.155	5321.155	3034	11941	1"
"2026.06.24	14:55:00	5321.155	5325.155	5321.155	5323.655	3667	16336	1"
"2026.06.24	15:00:00	5324.155	5324.655	5321.155	5321.655	2969	14932	1"
"2026.06.24	15:05:00	5322.155	5322.155	5318.655	5320.155	3041	10535	1"
"2026.06.24	15:10:00	5320.155	5320.655	5316.655	5318.155	3608	11943	1"
"2026.06.24	15:15:00	5317.655	5320.155	5316.155	5317.155	3504	11114	1"
"2026.06.24	15:20:00	5317.155	5319.155	5315.655	5316.155	2008	6712	1"
"2026.06.24	15:25:00	5315.655	5317.655	5314.655	5317.155	2596	8831	1"
"2026.06.24	15:30:00	5317.155	5317.655	5314.155	5314.655	2153	7702	1"
"2026.06.24	15:35:00	5314.655	5316.155	5313.655	5315.655	1988	8466	1"
"2026.06.24	15:40:00	5315.655	5320.655	5314.655	5320.155	3903	16451	1"
"2026.06.24	15:45:00	5319.655	5320.155	5316.655	5316.655	2750	11992	1"
"2026.06.24	15:50:00	5317.155	5318.155	5315.155	5317.155	3958	19938	1"
"2026.06.24	15:55:00	5316.655	5319.155	5316.155	5317.155	3632	12415	1"
"2026.06.24	16:00:00	5317.155	5319.655	5316.655	5318.155	2555	9087	1"
"2026.06.24	16:05:00	5318.155	5324.155	5318.155	5322.155	5696	29231	1"
"2026.06.24	16:10:00	5322.155	5323.155	5321.155	5322.655	1613	5441	1"
"2026.06.24	16:15:00	5322.155	5323.655	5321.655	5321.655	1595	6116	1"
"2026.06.24	16:20:00	5321.655	5323.655	5321.155	5323.155	2001	6360	1"
"2026.06.24	16:25:00	5323.155	5323.155	5321.155	5321.655	1716	5126	1"
"2026.06.24	16:30:00	5321.155	5324.155	5320.655	5323.155	2195	8610	1"
"2026.06.24	16:35:00	5323.655	5324.155	5320.155	5321.155	2740	10308	1"
"2026.06.24	16:40:00	5320.655	5321.655	5320.155	5321.155	1113	4684	1"
"2026.06.24	16:45:00	5321.155	5322.155	5320.155	5321.155	1269	4610	1"
"2026.06.24	16:50:00	5321.155	5321.655	5318.655	5319.155	3160	12699	1"
"2026.06.24	16:55:00	5319.155	5319.655	5318.155	5319.155	1734	7222	1"
"2026.06.24	17:00:00	5319.155	5320.655	5315.155	5315.155	3786	13385	1"
"2026.06.24	17:05:00	5315.655	5316.655	5313.155	5313.655	3467	17034	1"
"2026.06.24	17:10:00	5313.655	5315.655	5312.655	5315.655	3181	22422	1"
"2026.06.24	17:15:00	5315.655	5317.155	5314.155	5314.155	1863	7364	1"
"2026.06.24	17:20:00	5314.655	5314.655	5312.655	5314.655	1075	4170	1"
"2026.06.24	17:25:00	5314.655	5316.155	5314.155	5315.655	1086	3877	1"
"2026.06.24	17:30:00	5315.655	5315.655	5314.155	5314.655	745	4779	1"
"2026.06.24	17:35:00	5314.655	5316.155	5314.155	5315.655	787	3645	1"
"2026.06.24	17:40:00	5315.155	5315.155	5312.655	5312.655	807	3453	1"
"2026.06.24	17:45:00	5312.655	5314.655	5312.655	5313.655	724	2778	1"
"2026.06.24	17:50:00	5314.155	5315.155	5312.155	5313.655	1383	8238	1"
"2026.06.24	17:55:00	5313.655	5314.655	5312.655	5313.655	565	2921	1"
"2026.06.24	18:00:00	5313.655	5314.655	5312.655	5313.655	414	1485	1"
"2026.06.24	18:05:00	5313.655	5314.155	5312.655	5313.155	321	810	1"
"2026.06.24	18:10:00	5313.155	5313.655	5310.155	5311.655	926	2612	1"
"2026.06.24	18:15:00	5311.655	5311.655	5309.155	5310.655	798	2646	1"
"2026.06.24	18:20:00	5310.655	5312.655	5309.655	5311.655	454	1695	1"
"2026.06.24	18:25:00	5312.655	5313.155	5305.655	5305.655	1010	3352	1"
"2026.06.25	09:00:00	5317.600	5332.729	5316.579	5321.729	17304	71988	1"
"2026.06.25	09:05:00	5321.729	5321.729	5317.729	5320.229	6315	26707	1"
"2026.06.25	09:10:00	5320.229	5326.229	5318.229	5325.729	7569	29308	1"
"2026.06.25	09:15:00	5325.729	5334.229	5325.229	5327.729	15374	61501	1"
"2026.06.25	09:20:00	5328.229	5333.729	5327.729	5333.229	5601	23096	1"
"2026.06.25	09:25:00	5333.229	5334.729	5328.229	5332.229	11059	53360	1"
"2026.06.25	09:30:00	5331.729	5335.229	5323.729	5332.729	17991	69120	1"
"2026.06.25	09:35:00	5332.729	5336.729	5325.229	5326.229	15717	69867	1"
"2026.06.25	09:40:00	5326.729	5328.729	5318.729	5319.729	14061	70763	1"
"2026.06.25	09:45:00	5319.729	5324.229	5315.729	5323.729	11989	56887	1"
"2026.06.25	09:50:00	5323.729	5330.729	5322.729	5329.729	10398	41883	1"
"2026.06.25	09:55:00	5329.729	5332.729	5327.229	5328.229	7561	31670	1"
"2026.06.25	10:00:00	5328.229	5328.729	5323.229	5325.729	9298	38526	1"
"2026.06.25	10:05:00	5326.229	5326.729	5321.229	5323.729	6853	35480	1"
"2026.06.25	10:10:00	5323.729	5324.729	5312.229	5313.229	11211	60842	1"
"2026.06.25	10:15:00	5312.729	5314.229	5309.729	5310.729	8343	29510	1"
"2026.06.25	10:20:00	5310.729	5313.229	5301.229	5304.729	13405	57108	1"
"2026.06.25	10:25:00	5304.729	5307.729	5302.729	5304.229	7488	28718	1"
"2026.06.25	10:30:00	5304.229	5311.229	5303.229	5309.229	9559	35117	1"
"2026.06.25	10:35:00	5309.729	5314.229	5306.229	5313.229	8320	32131	1"
"2026.06.25	10:40:00	5313.229	5318.729	5312.729	5317.729	9810	43725	1"
"2026.06.25	10:45:00	5317.229	5322.229	5316.729	5317.729	9966	34780	1"
"2026.06.25	10:50:00	5317.729	5322.229	5316.729	5320.729	6979	20916	1"
"2026.06.25	10:55:00	5320.729	5322.229	5315.729	5318.229	8870	32971	1"
"2026.06.25	11:00:00	5317.729	5317.729	5305.229	5305.729	13592	52032	1"
"2026.06.25	11:05:00	5305.229	5309.729	5303.729	5308.229	10273	42731	1"
"2026.06.25	11:10:00	5307.729	5309.229	5306.729	5308.229	5034	18410	1"
"2026.06.25	11:15:00	5308.229	5315.729	5306.729	5312.729	9380	35020	1"
"2026.06.25	11:20:00	5312.729	5315.729	5311.229	5315.229	4713	15969	1"
"2026.06.25	11:25:00	5314.729	5315.729	5310.229	5311.729	5094	16550	1"
"2026.06.25	11:30:00	5311.729	5312.229	5307.729	5308.729	5469	20092	1"
"2026.06.25	11:35:00	5309.229	5309.229	5302.729	5305.729	9128	35401	1"
"2026.06.25	11:40:00	5305.729	5310.229	5304.229	5306.729	5714	22508	1"
"2026.06.25	11:45:00	5306.229	5308.729	5305.229	5306.729	3426	10352	1"
"2026.06.25	11:50:00	5306.729	5308.729	5305.729	5306.729	3145	10255	1"
"2026.06.25	11:55:00	5306.729	5309.229	5304.229	5307.229	6685	31552	1"
"2026.06.25	12:00:00	5307.729	5309.729	5301.729	5301.729	7347	38955	1"
"2026.06.25	12:05:00	5301.729	5304.229	5298.729	5304.229	7291	33392	1"
"2026.06.25	12:10:00	5303.729	5310.729	5303.729	5309.229	6328	29934	1"
"2026.06.25	12:15:00	5309.729	5311.229	5302.729	5304.229	5148	23340	1"
"2026.06.25	12:20:00	5304.229	5306.229	5297.229	5298.729	7442	35026	1"
"2026.06.25	12:25:00	5298.729	5300.729	5297.229	5297.729	4002	16318	1"
"2026.06.25	12:30:00	5298.229	5299.229	5294.729	5296.729	4587	15814	1"
"2026.06.25	12:35:00	5296.729	5298.729	5295.729	5298.229	4212	17454	1"
"2026.06.25	12:40:00	5298.229	5298.229	5294.229	5295.229	2787	9878	1"
"2026.06.25	12:45:00	5295.229	5295.729	5289.729	5294.729	6812	29279	1"
"2026.06.25	12:50:00	5294.229	5298.229	5293.729	5294.729	5002	21211	1"
"2026.06.25	12:55:00	5294.229	5294.729	5290.229	5291.229	3501	14576	1"
"2026.06.25	13:00:00	5291.229	5292.229	5286.229	5287.229	5484	21447	1"
"2026.06.25	13:05:00	5287.729	5289.729	5285.229	5289.229	5353	22047	1"
"2026.06.25	13:10:00	5288.729	5289.729	5286.229	5286.229	2859	17162	1"
"2026.06.25	13:15:00	5286.229	5288.229	5285.729	5287.229	3393	11400	1"
"2026.06.25	13:20:00	5286.729	5288.229	5286.229	5286.229	2027	7087	1"
"2026.06.25	13:25:00	5286.229	5286.729	5284.229	5286.229	3303	18492	1"
"2026.06.25	13:30:00	5286.729	5289.229	5286.229	5288.729	3276	10432	1"
"2026.06.25	13:35:00	5288.729	5292.729	5287.729	5291.229	4629	18175	1"
"2026.06.25	13:40:00	5291.729	5293.229	5290.729	5292.729	2823	12688	1"
"2026.06.25	13:45:00	5292.729	5294.729	5291.729	5293.229	3337	12904	1"
"2026.06.25	13:50:00	5293.229	5297.229	5292.729	5295.229	5395	28610	1"
"2026.06.25	13:55:00	5295.229	5298.229	5294.729	5296.229	3038	14712	1"
"2026.06.25	14:00:00	5295.729	5297.729	5294.729	5296.229	2883	12206	1"
"2026.06.25	14:05:00	5296.729	5298.229	5294.229	5294.729	3413	12440	1"
"2026.06.25	14:10:00	5294.729	5295.229	5290.729	5292.229	4235	17288	1"
"2026.06.25	14:15:00	5291.729	5296.729	5291.729	5296.729	2580	9229	1"
"2026.06.25	14:20:00	5296.729	5298.229	5294.229	5296.229	3207	11653	1"
"2026.06.25	14:25:00	5296.229	5297.229	5292.229	5293.229	3204	13682	1"
"2026.06.25	14:30:00	5292.729	5295.229	5291.229	5292.729	2398	10478	1"
"2026.06.25	14:35:00	5293.229	5295.729	5292.229	5293.229	1921	7182	1"
"2026.06.25	14:40:00	5293.229	5295.729	5293.229	5294.729	1937	9678	1"
"2026.06.25	14:45:00	5294.729	5295.729	5292.729	5295.229	2600	11409	1"
"2026.06.25	14:50:00	5295.229	5295.729	5290.229	5290.229	3638	15069	1"
"2026.06.25	14:55:00	5290.229	5294.729	5289.729	5294.229	2815	12146	1"
"2026.06.25	15:00:00	5294.229	5302.229	5292.229	5297.729	9087	32870	1"
"2026.06.25	15:05:00	5297.729	5299.229	5296.229	5296.729	3539	11642	1"
"2026.06.25	15:10:00	5297.229	5298.729	5295.729	5297.229	2807	10985	1"
"2026.06.25	15:15:00	5297.729	5297.729	5292.229	5294.729	5071	20197	1"
